0		0
1		2
2		6
3		1148
4		691
5		319
6		817
7		4716
8		14145
9		18246
10		21104
11		21568
12		19755
13		17213
14		14624
15		11685
16		9306
17		7248
18		5832
19		5015
20		4528
21		4110
22		3971
23		3890
24		3896
25		3926
26		4116
27		4349
28		4624
29		5012
30		5206
31		5490
32		5319
33		5378
34		5160
35		5143
36		5032
37		4791
38		4594
39		4429
40		4481
41		4175
42		4214
43		4154
44		4134
45		4122
46		4123
47		3967
48		3903
49		4082
50		4060
51		3930
52		3993
53		4087
54		4122
55		3808
56		3993
57		3904
58		4003
59		3862
60		3852
61		3900
62		3886
63		3824
64		3756
65		3858
66		3914
67		3852
68		3793
69		3895
70		4005
71		3991
72		4076
73		4159
74		4120
75		4307
76		4455
77		4599
78		4615
79		4693
80		4974
81		4900
82		5067
83		4969
84		5130
85		5099
86		5062
87		4951
88		5093
89		4957
90		4965
91		4888
92		4842
93		4733
94		4738
95		4712
96		4702
97		4415
98		4487
99		4519
100		4572
101		4423
102		4436
103		4288
104		4279
105		4204
106		4273
107		4245
108		4317
109		4064
110		4073
111		4123
112		3967
113		3950
114		3914
115		3911
116		3887
117		3990
118		3826
119		3827
120		3711
121		3727
122		3809
123		3769
124		3655
125		3603
126		3682
127		3631
128		3700
129		3542
130		3544
131		3542
132		3563
133		3470
134		3497
135		3499
136		3465
137		3413
138		3432
139		3387
140		3400
141		3409
142		3431
143		3418
144		3482
145		3437
146		3342
147		3289
148		3259
149		3347
150		3286
151		3327
152		3302
153		3339
154		3335
155		3324
156		3317
157		3282
158		3391
159		3381
160		3336
161		3363
162		3347
163		3310
164		3394
165		3429
166		3415
167		3369
168		3483
169		3433
170		3441
171		3348
172		3483
173		3416
174		3441
175		3608
176		3666
177		3411
178		3494
179		3446
180		3336
181		3504
182		3398
183		3354
184		3377
185		3207
186		3195
187		3124
188		2966
189		3070
190		2848
191		2741
192		2644
193		2479
194		2331
195		2322
196		2174
197		2062
198		1948
199		1806
200		1777
201		1661
202		1580
203		1490
204		1419
205		1350
206		1304
207		1232
208		1160
209		1146
210		1071
211		978
212		974
213		899
214		885
215		799
216		847
217		790
218		801
219		731
220		715
221		748
222		672
223		674
224		611
225		591
226		561
227		579
228		596
229		544
230		488
231		546
232		499
233		504
234		426
235		482
236		489
237		476
238		470
239		458
240		469
241		460
242		510
243		483
244		531
245		557
246		564
247		662
248		758
249		829
250		954
251		955
252		1123
253		1288
254		1443
255		1618
256		1954
257		2211
258		2408
259		2758
260		3038
261		3337
262		3739
263		4392
264		4757
265		5257
266		5878
267		6449
268		7054
269		7763
270		8386
271		9076
272		9502
273		10381
274		11177
275		11845
276		12299
277		13318
278		13668
279		14301
280		14766
281		15055
282		15631
283		15610
284		15782
285		15849
286		15553
287		14951
288		14673
289		14166
290		13447
291		12411
292		11754
293		10840
294		9673
295		9013
296		7824
297		7159
298		6295
299		5469
300		4779
301		3970
302		3299
303		2850
304		2250
305		1887
306		1557
307		1176
308		1047
309		789
310		651
311		489
312		386
313		308
314		233
315		205
316		157
317		128
318		127
319		97
320		94
321		82
322		84
323		84
324		70
325		60
326		74
327		65
328		54
329		70
330		67
331		55
332		65
333		68
334		72
335		67
336		58
337		66
338		65
339		65
340		55
341		68
342		62
343		65
344		58
345		55
346		63
347		53
348		50
349		59
350		58
351		55
352		65
353		59
354		62
355		53
356		45
357		44
358		59
359		47
360		53
361		58
362		60
363		45
364		61
365		55
366		41
367		56
368		68
369		57
370		46
371		57
372		58
373		53
374		62
375		67
376		51
377		50
378		59
379		54
380		62
381		32
382		44
383		62
384		35
385		63
386		47
387		50
388		59
389		53
390		48
391		59
392		53
393		52
394		64
395		61
396		45
397		41
398		62
399		56
400		55
401		59
402		53
403		41
404		58
405		52
406		49
407		64
408		42
409		41
410		53
411		49
412		41
413		49
414		52
415		49
416		49
417		48
418		54
419		57
420		43
421		42
422		56
423		40
424		36
425		43
426		46
427		43
428		35
429		46
430		31
431		46
432		31
433		50
434		39
435		23
436		50
437		36
438		41
439		45
440		37
441		35
442		29
443		26
444		32
445		32
446		26
447		37
448		27
449		36
450		42
451		21
452		43
453		32
454		36
455		35
456		37
457		36
458		37
459		34
460		25
461		28
462		44
463		42
464		41
465		37
466		42
467		29
468		38
469		39
470		42
471		38
472		31
473		34
474		46
475		28
476		40
477		22
478		38
479		33
480		31
481		31
482		28
483		31
484		30
485		34
486		37
487		28
488		35
489		34
490		27
491		28
492		40
493		16
494		34
495		20
496		24
497		21
498		28
499		26
500		25
501		26
502		23
503		21
504		26
505		27
506		30
507		31
508		22
509		26
510		24
511		23
512		22
513		26
514		18
515		25
516		21
517		19
518		28
519		24
520		34
521		28
522		37
523		24
524		20
525		24
526		19
527		20
528		27
529		23
530		19
531		26
532		22
533		28
534		20
535		25
536		17
537		27
538		16
539		30
540		23
541		16
542		14
543		20
544		13
545		27
546		22
547		16
548		19
549		15
550		22
551		17
552		27
553		14
554		12
555		21
556		12
557		19
558		15
559		23
560		16
561		15
562		15
563		14
564		17
565		21
566		19
567		17
568		20
569		21
570		24
571		23
572		14
573		16
574		11
575		17
576		20
577		22
578		18
579		21
580		14
581		28
582		19
583		21
584		15
585		17
586		17
587		21
588		22
589		20
590		24
591		23
592		19
593		26
594		27
595		14
596		16
597		27
598		35
599		36
600		25
601		21
602		27
603		31
604		34
605		37
606		32
607		25
608		36
609		31
610		34
611		38
612		51
613		33
614		41
615		39
616		27
617		38
618		34
619		28
620		36
621		43
622		35
623		28
624		32
625		29
626		33
627		33
628		38
629		28
630		29
631		18
632		23
633		20
634		29
635		25
636		14
637		19
638		11
639		12
640		10
641		11
642		9
643		13
644		8
645		13
646		11
647		9
648		16
649		13
650		11
651		12
652		15
653		10
654		11
655		10
656		11
657		13
658		6
659		6
660		9
661		9
662		8
663		7
664		12
665		7
666		4
667		6
668		12
669		6
670		8
671		8
672		5
673		5
674		8
675		7
676		14
677		10
678		10
679		10
680		8
681		13
682		2
683		12
684		11
685		8
686		7
687		10
688		7
689		8
690		8
691		8
692		5
693		4
694		8
695		5
696		5
697		5
698		6
699		5
700		14
701		3
702		3
703		2
704		4
705		7
706		11
707		0
708		3
709		5
710		5
711		5
712		5
713		6
714		4
715		4
716		5
717		8
718		4
719		3
720		8
721		5
722		3
723		9
724		8
725		10
726		10
727		5
728		7
729		5
730		4
731		9
732		6
733		1
734		7
735		8
736		1
737		6
738		8
739		9
740		7
741		13
742		8
743		4
744		7
745		4
746		6
747		5
748		8
749		7
750		7
751		8
752		2
753		6
754		7
755		4
756		4
757		4
758		4
759		4
760		4
761		7
762		1
763		6
764		5
765		6
766		4
767		7
768		6
769		7
770		8
771		4
772		4
773		5
774		6
775		7
776		2
777		5
778		5
779		5
780		4
781		11
782		6
783		3
784		4
785		5
786		2
787		3
788		5
789		5
790		6
791		2
792		5
793		5
794		6
795		5
796		5
797		6
798		7
799		6
800		4
801		6
802		7
803		6
804		6
805		5
806		2
807		6
808		8
809		7
810		5
811		6
812		2
813		3
814		5
815		3
816		5
817		6
818		4
819		5
820		6
821		4
822		4
823		5
824		4
825		2
826		4
827		6
828		5
829		4
830		4
831		5
832		3
833		9
834		4
835		5
836		4
837		3
838		1
839		1
840		9
841		6
842		3
843		4
844		4
845		2
846		1
847		3
848		6
849		8
850		3
851		1
852		3
853		4
854		2
855		2
856		6
857		3
858		3
859		3
860		3
861		6
862		3
863		10
864		4
865		3
866		5
867		5
868		7
869		2
870		11
871		8
872		5
873		5
874		2
875		6
876		7
877		5
878		6
879		6
880		11
881		8
882		6
883		7
884		2
885		6
886		6
887		8
888		6
889		4
890		6
891		6
892		7
893		8
894		6
895		4
896		7
897		5
898		5
899		7
900		3
901		10
902		5
903		3
904		10
905		3
906		7
907		5
908		6
909		4
910		2
911		9
912		5
913		4
914		3
915		5
916		4
917		4
918		2
919		3
920		3
921		3
922		2
923		3
924		3
925		5
926		3
927		4
928		7
929		6
930		5
931		1
932		6
933		2
934		3
935		3
936		8
937		6
938		9
939		7
940		5
941		5
942		3
943		7
944		4
945		2
946		3
947		4
948		8
949		5
950		3
951		7
952		8
953		2
954		1
955		2
956		4
957		1
958		2
959		6
960		2
961		1
962		1
963		3
964		4
965		4
966		8
967		4
968		5
969		2
970		3
971		1
972		4
973		3
974		4
975		5
976		2
977		5
978		2
979		0
980		3
981		3
982		4
983		2
984		2
985		4
986		3
987		1
988		5
989		1
990		3
991		3
992		2
993		4
994		3
995		6
996		0
997		5
998		1
999		0
1000		0
1001		2
1002		2
1003		1
1004		1
1005		0
1006		3
1007		0
1008		1
1009		0
1010		0
1011		1
1012		3
1013		4
1014		1
1015		4
1016		1
1017		1
1018		0
1019		5
1020		0
1021		0
1022		0
1023		0

