1	460	918	60	11/24/11 10:43:58 PM	
2	460	897	60	11/24/11 10:44:59 PM	
3	460	943	60	11/24/11 10:45:59 PM	
4	460	911	60	11/24/11 10:47:00 PM	
5	460	936	60	11/24/11 10:48:00 PM	
6	460	925	60	11/24/11 10:49:01 PM	
7	460	866	60	11/24/11 10:50:01 PM	
8	460	930	60	11/24/11 10:51:02 PM	
9	460	901	60	11/24/11 10:52:02 PM	
10	460	918	60	11/24/11 10:53:03 PM	
11	460	927	60	11/24/11 10:54:03 PM	
12	460	876	60	11/24/11 10:55:04 PM	
13	460	919	60	11/24/11 10:56:04 PM	
14	460	895	60	11/24/11 10:57:05 PM	
15	460	890	60	11/24/11 10:58:05 PM	
16	460	931	60	11/24/11 10:59:06 PM	
17	460	883	60	11/24/11 11:00:06 PM	
18	460	842	60	11/24/11 11:01:07 PM	
19	460	899	60	11/24/11 11:02:07 PM	
20	460	889	60	11/24/11 11:03:08 PM	
21	460	926	60	11/24/11 11:04:08 PM	
22	460	950	60	11/24/11 11:05:09 PM	
23	460	942	60	11/24/11 11:06:10 PM	
24	460	973	60	11/24/11 11:07:10 PM	
25	460	881	60	11/24/11 11:08:11 PM	
26	460	898	60	11/24/11 11:09:11 PM	
27	460	927	60	11/24/11 11:10:12 PM	
28	460	862	60	11/24/11 11:11:12 PM	
29	460	947	60	11/24/11 11:12:13 PM	
30	460	904	60	11/24/11 11:13:13 PM	
31	460	944	60	11/24/11 11:14:14 PM	
32	460	868	60	11/24/11 11:15:14 PM	
33	460	915	60	11/24/11 11:16:15 PM	
34	460	865	60	11/24/11 11:17:16 PM	
35	460	875	60	11/24/11 11:18:16 PM	
36	460	910	60	11/24/11 11:19:17 PM	
37	460	891	60	11/24/11 11:20:17 PM	
38	460	943	60	11/24/11 11:21:18 PM	
39	460	898	60	11/24/11 11:22:18 PM	
40	460	927	60	11/24/11 11:23:19 PM	
41	460	898	60	11/24/11 11:24:19 PM	
42	460	861	60	11/24/11 11:25:20 PM	
43	460	894	60	11/24/11 11:26:20 PM	
44	460	953	60	11/24/11 11:27:21 PM	
45	460	942	60	11/24/11 11:28:22 PM	
46	460	894	60	11/24/11 11:29:22 PM	
47	460	898	60	11/24/11 11:30:23 PM	
48	460	883	60	11/24/11 11:31:23 PM	
49	460	883	60	11/24/11 11:32:24 PM	
50	460	906	60	11/24/11 11:33:24 PM	
51	460	913	60	11/24/11 11:34:25 PM	
52	460	929	60	11/24/11 11:35:25 PM	
53	460	872	60	11/24/11 11:36:26 PM	
54	460	950	60	11/24/11 11:37:26 PM	
55	460	875	60	11/24/11 11:38:27 PM	
56	460	897	60	11/24/11 11:39:28 PM	
57	460	870	60	11/24/11 11:40:28 PM	
58	460	875	60	11/24/11 11:41:29 PM	
59	460	928	60	11/24/11 11:42:29 PM	
60	460	910	60	11/24/11 11:43:30 PM	
